KISS,NSamp,grid_size,num_particles,time,steps,mean_ll,ll_of_mean_f,loss
1,46416,128,64,143,1300,0.014053340781684253,0.47990169742114785,-29.14755630493164
1,46416,128,64,183,1600,0.15274609602224987,0.5297691663435022,-32.76324462890625
1,46416,128,64,132,1200,0.0855472253051884,0.47660276931715356,-26.901718139648438
1,46416,128,64,190,1700,0.1801087288394627,0.544526882230804,-35.33633041381836
1,46416,128,64,154,1400,0.032281609331069834,0.49920092546212513,-31.36929702758789
1,46416,256,64,241,1600,0.16926295409651307,0.5804502690343847,-61.89149475097656
1,46416,256,64,237,1600,0.20564021229209756,0.5756215697442693,-62.65509033203125
1,46416,256,64,270,1800,0.23157748170081438,0.5913410364287099,-71.751220703125
1,46416,256,64,290,1900,0.13396617175381334,0.5931829894998492,-68.08407592773438
1,46416,256,64,250,1700,0.22553647398661023,0.5868573824893356,-63.740020751953125
1,100000,64,64,520,1700,0.04043897216796875,0.4671871875,-13.945690155029297
1,100000,64,64,633,2000,0.160855244140625,0.4879977734375,-16.442167282104492
1,100000,64,64,404,1300,0.11741470703125,0.443022890625,-12.25990104675293
1,100000,64,64,462,1500,0.16197705078125,0.459343359375,-13.177383422851562
1,100000,64,64,528,1700,0.0780714208984375,0.4696746875,-14.751760482788086
1,100000,128,64,384,1700,0.2139137109375,0.54154625,-34.243125915527344
1,100000,128,64,311,1400,-0.0028977749633789063,0.5008415625,-29.82849884033203
1,100000,128,64,335,1500,0.1324575,0.51108515625,-30.620376586914062
1,100000,128,64,312,1400,0.083865888671875,0.4959473046875,-28.746532440185547
1,100000,128,64,314,1400,0.004800907592773437,0.49710640625,-30.282398223876953
1,100000,256,64,386,1600,0.207549609375,0.583253359375,-63.11204528808594
1,100000,256,64,361,1500,-0.079537587890625,0.5777300390625,-61.43824768066406
1,100000,256,64,423,1700,0.16614978515625,0.585266484375,-65.42608642578125
1,100000,256,64,383,1600,0.19477861328125,0.5802794921875,-69.88763427734375
1,100000,256,64,342,1400,0.13771224609375,0.5672781640625,-61.111122131347656
1,1000,64,128,27,1500,0.07073612213134765,0.41051760864257814,-13.150012969970703
1,1000,64,128,22,1200,0.13391169738769532,0.4442396545410156,-13.722837448120117
1,1000,64,128,25,1400,0.1192443389892578,0.45862872314453124,-15.587379455566406
1,1000,64,128,24,1200,0.11573773956298829,0.4755024108886719,-16.42206382751465
1,1000,64,128,23,1300,0.10097171020507813,0.5207671508789062,-18.55954360961914
1,1000,128,128,37,1600,0.22742616271972657,0.5495615844726562,-40.65250015258789
1,1000,128,128,35,1500,0.24910108947753906,0.61600048828125,-48.90666198730469
1,1000,128,128,35,1500,0.21053114318847657,0.525154296875,-39.15943908691406
1,1000,128,128,33,1400,0.1821947784423828,0.5909453735351563,-46.1964111328125
1,1000,128,128,36,1500,0.24439915466308593,0.5832908935546876,-46.492034912109375
1,1000,256,128,152,1300,0.1935599822998047,0.5518963623046875,-74.73666381835938
1,1000,256,128,149,1300,0.20509327697753907,0.6077962036132812,-90.48776245117188
1,1000,256,128,172,1500,0.23323899841308593,0.618899169921875,-93.260498046875
1,1000,256,128,163,1400,0.22083718872070313,0.5933756713867188,-89.32443237304688
1,1000,256,128,151,1300,0.21483810424804686,0.5645270385742187,-82.29765319824219
1,1000,512,128,216,1400,0.18879843139648436,0.615229248046875,-134.18453979492188
1,1000,512,128,239,1500,0.25028778076171876,0.6532701416015625,-151.71575927734375
1,1000,512,128,238,1500,0.2049077911376953,0.627739013671875,-132.48391723632812
1,1000,512,128,192,1300,0.19194927978515625,0.589923583984375,-117.38198852539062
1,1000,512,128,271,1700,0.10098067474365234,0.605158203125,-122.55255126953125
1,2154,64,128,29,1300,0.16263267920873956,0.47240066174123724,-16.68016242980957
1,2154,64,128,28,1300,0.10418626790591269,0.41392269152231315,-12.788990020751953
1,2154,64,128,29,1300,0.11694603001728253,0.4661003828270079,-15.012199401855469
1,2154,64,128,25,1100,0.05607427527977563,0.43441786628801066,-12.950447082519531
1,2154,64,128,27,1300,0.14587555356676532,0.450027054952269,-14.374008178710938
1,2154,128,128,40,1500,0.2594977390356604,0.5634279950636897,-42.123504638671875
1,2154,128,128,42,1600,0.23925786917145428,0.5681829000913997,-45.69215393066406
1,2154,128,128,39,1500,0.25166701916311224,0.5668034602229863,-42.49064636230469
1,2154,128,128,41,1600,0.16401119816602105,0.5759360650787778,-44.15092468261719
1,2154,128,128,39,1500,0.13683628659615832,0.5441874129526463,-41.15851593017578
1,2154,256,128,132,1200,0.16356964253006762,0.5685186217865018,-81.94863891601562
1,2154,256,128,149,1300,0.1462647731146994,0.6200838646848886,-94.22921752929688
1,2154,256,128,151,1300,0.0974616685617601,0.5898753726714833,-88.15350341796875
1,2154,256,128,147,1300,0.1150796335941127,0.5934917481828865,-87.23748779296875
1,2154,256,128,149,1300,0.15453829539519498,0.5719427677250174,-81.50076293945312
1,2154,512,128,201,1300,0.18426027714154625,0.6273721537328807,-136.26760864257812
1,2154,512,128,260,1600,0.13103502817251333,0.6617430507195915,-150.05264282226562
1,2154,512,128,218,1400,0.21097335886269006,0.607147641832782,-128.77890014648438
1,2154,512,128,202,1300,0.20799608150896587,0.6186028695704213,-134.74118041992188
1,2154,512,128,239,1500,0.21568442852052142,0.6135633038279074,-121.58831787109375
1,4641,64,128,47,1500,0.07457427551098564,0.4817124941923885,-15.913917541503906
1,4641,64,128,43,1400,0.1426798371091225,0.4722518214016376,-15.578983306884766
1,4641,64,128,41,1300,0.13115509500074068,0.4756327561072506,-16.15650177001953
1,4641,64,128,41,1300,0.12511210163151798,0.46890486964016376,-14.821054458618164
1,4641,64,128,48,1500,0.1844320792469632,0.47939129077111614,-16.636703491210938
1,4641,128,128,52,1500,0.23897282395530328,0.5627813850900937,-42.76899719238281
1,4641,128,128,53,1500,0.19712146051329185,0.5639819930375997,-44.20777893066406
1,4641,128,128,49,1400,0.16123260452017346,0.5472785869155354,-40.55340576171875
1,4641,128,128,48,1400,0.17137001660640216,0.5389247270422592,-40.9283447265625
1,4641,128,128,53,1500,0.22734055686577515,0.5515722214366516,-42.61033630371094
1,4641,256,128,160,1300,0.1282150574322277,0.5609013286805107,-78.63455200195312
1,4641,256,128,168,1400,0.10538151089011326,0.5945386042037007,-87.99252319335938
1,4641,256,128,170,1400,0.2037454254538354,0.5793099842100302,-85.80734252929688
1,4641,256,128,150,1200,0.1470415427288704,0.5791644782913166,-84.09878540039062
1,4641,256,128,173,1400,0.20862441092723147,0.5748103478170115,-84.9754638671875
1,4641,512,128,249,1500,0.24947031847594808,0.6398524403751885,-150.0479736328125
1,4641,512,128,249,1500,0.2529194820957229,0.6179900445755225,-137.95028686523438
1,4641,512,128,267,1600,0.21102967742084816,0.6142298791511797,-126.745361328125
1,4641,512,128,245,1500,0.12801766965800743,0.6067022361829347,-120.03228759765625
1,4641,512,128,235,1400,0.10066692316950819,0.6137655858617486,-130.54449462890625
1,10000,64,128,75,1300,0.106701171875,0.464057958984375,-15.501060485839844
1,10000,64,128,72,1300,0.15381947021484374,0.46580361328125,-15.41438102722168
1,10000,64,128,89,1500,0.11309298095703126,0.48894072265625,-16.905101776123047
1,10000,64,128,97,1700,0.17743175048828125,0.482495263671875,-17.688236236572266
1,10000,64,128,77,1400,0.1520508056640625,0.478587060546875,-16.657718658447266
1,10000,128,128,74,1400,0.206607666015625,0.55642978515625,-42.08788299560547
1,10000,128,128,82,1500,0.2089092529296875,0.56971025390625,-43.633148193359375
1,10000,128,128,78,1500,0.13497701416015626,0.5522427734375,-43.31411361694336
1,10000,128,128,75,1500,0.08128126220703125,0.55575009765625,-42.300716400146484
1,10000,128,128,83,1500,0.1956863525390625,0.5498728515625,-41.70269775390625
1,10000,256,128,176,1300,0.17969378662109375,0.58175244140625,-87.33509826660156
1,10000,256,128,192,1400,0.14218187255859374,0.59002431640625,-87.67083740234375
1,10000,256,128,176,1300,0.189679248046875,0.57893916015625,-82.22265625
1,10000,256,128,170,1300,0.14288675537109374,0.5700103515625,-81.30528259277344
1,10000,256,128,169,1300,0.027945053100585936,0.57553935546875,-82.81216430664062
1,10000,512,128,230,1300,0.05302731323242187,0.60643349609375,-129.35626220703125
1,10000,512,128,245,1400,0.2269447021484375,0.61516494140625,-132.19961547851562
1,10000,512,128,210,1200,0.051344171142578124,0.597070166015625,-119.59176635742188
1,10000,512,128,289,1600,0.04689023742675781,0.61195908203125,-129.56494140625
1,10000,512,128,244,1400,0.217304296875,0.60796904296875,-129.51040649414062
1,21544,64,128,144,1300,0.12869313690151551,0.4655588562940958,-14.224189758300781
1,21544,64,128,140,1400,0.17144352700070206,0.473634081704883,-15.80838394165039
1,21544,64,128,134,1300,-0.0006860291873749153,0.47226234319880245,-16.986148834228516
1,21544,64,128,134,1300,0.12672928032094202,0.4726375745567211,-16.306989669799805
1,21544,64,128,129,1300,0.17635775232155704,0.47898668132658745,-16.43347930908203
1,21544,128,128,137,1500,-0.02586594789478799,0.549174164645609,-42.12342071533203
1,21544,128,128,134,1500,0.17495343377941655,0.548081651213795,-41.50600051879883
1,21544,128,128,130,1500,0.21523468776834617,0.5674736513066283,-43.11560821533203
1,21544,128,128,128,1500,0.24844483872394865,0.5608073793022419,-42.756378173828125
1,21544,128,128,119,1400,0.15938194436386,0.5608287291415244,-41.83002471923828
1,21544,256,128,212,1300,0.2082866069511813,0.5852643681245359,-83.75651550292969
1,21544,256,128,216,1300,0.22569703825601095,0.5939437350596454,-88.00051879882812
1,21544,256,128,216,1300,0.1075879481925072,0.5880489129804122,-85.82723999023438
1,21544,256,128,231,1400,0.20237666773521631,0.5848720931581879,-87.18966674804688
1,21544,256,128,231,1400,0.19388033827573803,0.580954329656749,-87.01602172851562
1,21544,512,128,289,1400,0.10222247520698918,0.6133069060701355,-127.28070068359375
1,21544,512,128,307,1400,0.16620892943656007,0.6131189277612096,-123.64779663085938
1,21544,512,128,345,1600,0.203608431074197,0.6068253487049758,-121.6907958984375
1,21544,512,128,294,1400,0.16265482713066864,0.6142726803286298,-135.26492309570312
1,21544,512,128,295,1400,0.23300432671944624,0.6162215444265224,-129.572509765625
1,46416,64,128,260,1300,0.15881132002905787,0.46536931297936057,-15.608354568481445
1,46416,64,128,276,1400,0.11392676883711975,0.47372029412002326,-15.872215270996094
1,46416,64,128,272,1300,0.10965684314137367,0.4548838897147535,-15.167671203613281
1,46416,64,128,300,1500,0.20483169108577862,0.4794543166688211,-16.532421112060547
1,46416,64,128,282,1400,0.1590052818027458,0.4771865271404257,-16.061769485473633
1,46416,128,128,267,1600,0.23820740187920114,0.5652080169014995,-43.338623046875
1,46416,128,128,261,1500,0.10110528335124203,0.5531420334582903,-41.892845153808594
1,46416,128,128,267,1600,0.1838353659029214,0.5676102899592813,-44.66703796386719
1,46416,128,128,239,1400,0.10888169034519347,0.5444297645881808,-39.60765838623047
1,46416,128,128,219,1300,0.07324846248633284,0.5305030609730481,-39.11130142211914
1,46416,256,128,331,1400,0.21440779361507886,0.5892713113473802,-89.69410705566406
1,46416,256,128,356,1500,0.16732886970885577,0.5868227937968589,-89.86163330078125
1,46416,256,128,278,1200,0.21085018669478198,0.5760715172973759,-81.55291748046875
1,46416,256,128,300,1300,0.20369973194184118,0.5799142705370993,-84.32363891601562
1,46416,256,128,300,1300,0.16950556936859057,0.5839881200044166,-84.52244567871094
1,46416,512,128,482,1700,0.26314774269648394,0.6079404529149431,-120.71588134765625
1,46416,512,128,358,1300,0.12049662166938663,0.6003564823417572,-122.11572265625
1,46416,512,128,454,1600,0.260201286834012,0.6113095682927223,-126.54541015625
1,46416,512,128,424,1500,0.29701516415406326,0.6132253274059591,-133.75582885742188
1,46416,512,128,391,1400,0.2295313627709195,0.6157227824861039,-137.78594970703125
1,100000,64,128,598,1400,0.13542578125,0.478069921875,-15.765079498291016
1,100000,64,128,549,1300,0.106866962890625,0.468985,-16.184926986694336
1,100000,64,128,600,1400,0.1497191796875,0.4729283984375,-16.43152618408203
1,100000,64,128,597,1400,0.104029775390625,0.47852390625,-16.02802276611328
1,100000,64,128,502,1200,0.077286923828125,0.45391765625,-14.199403762817383
1,100000,128,128,548,1600,0.2510180078125,0.57063921875,-45.156028747558594
1,100000,128,128,512,1500,0.086866298828125,0.5532358203125,-42.02886962890625
1,100000,128,128,445,1300,0.1669331640625,0.537212109375,-38.61962127685547
1,100000,128,128,513,1500,0.1280851171875,0.558536875,-41.08256530761719
1,100000,128,128,519,1500,0.167695078125,0.559033671875,-43.351470947265625
1,100000,256,128,546,1400,0.1743158984375,0.5882933984375,-89.0528564453125
1,100000,256,128,466,1200,0.1075833984375,0.5740830078125,-79.6568603515625
1,100000,256,128,507,1300,0.1802880078125,0.579694921875,-85.41973876953125
1,100000,256,128,548,1400,0.2025234375,0.590325234375,-87.97959899902344
1,100000,256,128,510,1300,0.24602966796875,0.584267265625,-86.18368530273438
1,100000,512,128,658,1500,0.113436826171875,0.6182147265625,-129.01272583007812
1,100000,512,128,563,1300,0.16285767578125,0.605012578125,-125.583251953125
1,100000,512,128,658,1500,0.1705269140625,0.61383203125,-130.5692138671875
1,100000,512,128,519,1200,0.0708065087890625,0.59322890625,-115.5316162109375
1,100000,512,128,656,1500,0.24676564453125,0.619183671875,-130.23443603515625
1,1000,64,256,25,1300,0.0725162124633789,0.48605166625976565,-18.46338653564453
1,1000,64,256,23,1200,0.17062200927734375,0.5021773071289063,-19.66891098022461
1,1000,64,256,28,1500,0.2427372283935547,0.4941047058105469,-18.68375587463379
1,1000,64,256,28,1300,0.15910748291015625,0.5083698425292968,-19.5861759185791
1,1000,64,256,23,1300,0.08167401885986328,0.48578363037109373,-18.40003204345703
1,1000,128,256,45,1300,0.1846818389892578,0.5754449462890625,-47.019386291503906
1,1000,128,256,51,1500,0.2789789733886719,0.5486500244140625,-45.188575744628906
1,1000,128,256,42,1200,0.27542160034179686,0.6106771850585937,-52.74784851074219
1,1000,128,256,45,1300,0.23593458557128907,0.5739373779296875,-47.431968688964844
1,1000,128,256,49,1400,0.2734887390136719,0.5825392456054688,-49.32395935058594
1,1000,256,256,231,1200,0.2424267120361328,0.6346075439453125,-111.31632995605469
1,1000,256,256,219,1100,0.28192388916015626,0.5678147583007812,-92.92385864257812
1,1000,256,256,237,1200,0.3198797607421875,0.66144384765625,-117.99295043945312
1,1000,256,256,230,1100,0.16755865478515625,0.5989766845703125,-100.81222534179688
1,1000,256,256,248,1300,0.27376083374023436,0.5711466064453125,-95.23953247070312
1,1000,512,256,333,1200,0.18813575744628908,0.6070250244140625,-184.984375
1,1000,512,256,310,1100,0.24536231994628907,0.6767459716796875,-213.69921875
1,1000,512,256,339,1200,0.23873646545410157,0.62485791015625,-192.23684692382812
1,1000,512,256,335,1200,0.22645292663574218,0.5898341064453125,-171.56024169921875
1,1000,512,256,344,1200,0.29702520751953126,0.6395115356445312,-198.123046875
1,2154,64,256,36,1400,0.14866639600380108,0.5049774538286328,-20.324512481689453
1,2154,64,256,34,1300,0.17197513845969709,0.4996128206244197,-18.69066619873047
1,2154,64,256,36,1400,0.12235433566094331,0.45047543949846214,-16.64740753173828
1,2154,64,256,32,1200,0.054802642227215356,0.4731925886432219,-17.43206024169922
1,2154,64,256,38,1400,0.17540234465674326,0.46163742079597553,-17.59140396118164
1,2154,128,256,53,1300,0.1269216298392888,0.5705080165172354,-47.978759765625
1,2154,128,256,52,1300,0.2525711555445537,0.5559145503278784,-46.252410888671875
1,2154,128,256,57,1400,0.26571119728194637,0.5735483833674269,-49.83934783935547
1,2154,128,256,58,1400,0.26547609575390263,0.5809143689792247,-49.49658203125
1,2154,128,256,56,1400,0.25588915584921945,0.5415524170148561,-45.41918182373047
1,2154,256,256,248,1200,0.22900882249865803,0.5904819839180014,-101.87709045410156
1,2154,256,256,225,1100,0.15823780793001394,0.5956405597144847,-100.47306823730469
1,2154,256,256,242,1200,0.07314052599496938,0.5849860429542421,-98.36994934082031
1,2154,256,256,266,1300,0.16128052664555767,0.5744643640828111,-96.89529418945312
1,2154,256,256,242,1200,0.22902405295199338,0.5795650216530293,-97.63473510742188
1,2154,512,256,343,1200,0.30741271689298977,0.6339153831715704,-191.59255981445312
1,2154,512,256,347,1200,0.22463248278547904,0.6188068301343431,-188.225830078125
1,2154,512,256,348,1200,0.30088957748483924,0.624814400987262,-190.787841796875
1,2154,512,256,308,1100,0.21537365643316214,0.6252664125065286,-191.67367553710938
1,2154,512,256,340,1200,0.26382157264645717,0.605677981009169,-183.716796875
1,4641,64,256,65,1300,0.16934224486068467,0.49467667175043095,-18.576847076416016
1,4641,64,256,61,1300,0.20108985037825225,0.4627585334013413,-17.3299617767334
1,4641,64,256,57,1200,0.19443611090770443,0.48745198199472095,-18.284099578857422
1,4641,64,256,69,1500,0.1375925877412263,0.48408914346988796,-18.574228286743164
1,4641,64,256,59,1300,0.19441819884504283,0.48294098288353804,-18.290233612060547
1,4641,128,256,72,1300,0.1928602439323085,0.5993647609284098,-50.73307800292969
1,4641,128,256,69,1300,0.23975072300554837,0.562495475954805,-46.29936218261719
1,4641,128,256,70,1300,0.26012044691674746,0.5848897100907671,-48.98789978027344
1,4641,128,256,66,1200,0.2484869173029789,0.5813228160855688,-48.98731994628906
1,4641,128,256,72,1300,0.27746866099204104,0.5729889461794333,-47.861900329589844
1,4641,256,256,256,1200,0.2497066472322102,0.5939505309335272,-101.26947021484375
1,4641,256,256,259,1200,0.23276704386682556,0.5914534684065934,-100.40650939941406
1,4641,256,256,259,1200,0.19150900106136204,0.5935941308614792,-100.41082763671875
1,4641,256,256,258,1200,0.24379637672376642,0.5941775748761043,-101.82638549804688
1,4641,256,256,235,1100,0.2655669238849386,0.620552337521547,-105.859375
1,4641,512,256,359,1200,-0.007447337878210178,0.5976918637046165,-178.63027954101562
1,4641,512,256,357,1200,0.2523982437025291,0.6246664831798104,-195.705810546875
1,4641,512,256,360,1200,0.2774402804992189,0.5964379141079509,-177.67269897460938
1,4641,512,256,351,1100,0.17997597363765216,0.617731753157994,-185.73806762695312
1,4641,512,256,381,1200,0.26091944064284367,0.6195730921575361,-189.9830322265625
1,10000,64,256,103,1300,0.1772135498046875,0.481078515625,-18.091827392578125
1,10000,64,256,105,1300,0.18079674072265625,0.4776693359375,-17.83182144165039
1,10000,64,256,105,1300,0.178577685546875,0.49339453125,-18.709186553955078
1,10000,64,256,125,1400,0.2339950927734375,0.50782646484375,-19.704652786254883
1,10000,64,256,113,1400,0.1882570556640625,0.487283984375,-18.4625244140625
1,10000,128,256,118,1400,0.1938669189453125,0.589816943359375,-50.4383544921875
1,10000,128,256,109,1300,0.2057066162109375,0.56655927734375,-47.980224609375
1,10000,128,256,108,1300,0.2716990478515625,0.57215048828125,-47.733131408691406
1,10000,128,256,115,1400,0.27866689453125,0.567611669921875,-48.0693359375
1,10000,128,256,116,1400,0.2278736572265625,0.583697119140625,-49.956886291503906
1,10000,256,256,259,1100,0.11348529052734375,0.5881357421875,-99.0712890625
1,10000,256,256,288,1200,0.3430876220703125,0.60243037109375,-104.41656494140625
1,10000,256,256,287,1200,0.2471555908203125,0.587574951171875,-99.00318908691406
1,10000,256,256,284,1200,0.25998994140625,0.587526318359375,-99.53982543945312
1,10000,256,256,260,1100,0.2398254638671875,0.591089013671875,-101.13273620605469
1,10000,512,256,371,1100,0.16425,0.607078125,-181.27020263671875
1,10000,512,256,386,1200,0.1610789306640625,0.605856982421875,-182.9208984375
